10001_1923,4.002828121185303
10005_2038,23.553936004638672
10009_2154,5.225366115570068
10010_2213,7.416282653808594
10011_2219,5.514718532562256
10012_2321,4.200503349304199
10013_2644,5.481231212615967
10014_2421,7.842425346374512
10015_2572,9.736247062683105
10018_4016,7.706923484802246
10020_2774,4.356288909912109
10021_2853,5.237633228302002
10022_2915,3.6514620780944824
10023_2976,4.411402225494385
10025_3124,4.715878963470459
10026_3189,5.489422798156738
10027_3256,7.5936970710754395
10028_3334,4.344405651092529
10029_3362,2.957643985748291
10030_3485,5.972479343414307
10031_3531,6.093805313110352
10032_3577,6.263357639312744
10033_3734,5.756628036499023
10034_3811,9.251173973083496
10035_3889,5.038633823394775
10036_3966,6.9347991943359375
10037_4079,7.83875036239624
10038_4102,4.277378082275391
10042_4656,7.947454452514648
10043_4596,7.511781692504883
10045_4849,4.49967098236084
10046_4970,3.267031192779541
10049_5095,6.630216121673584
10051_5365,7.136220455169678
10052_5401,4.940300941467285
10054_5567,9.968609809875488
10055_5658,5.692663192749023
10056_5754,4.654245853424072
10059_6032,8.414643287658691
10060_6140,3.9969751834869385
10062_6270,4.696895122528076
10064_6690,4.968566417694092
10065_6573,10.308796882629395
10069_6836,4.322653770446777
10070_6883,9.499272346496582
10071_6959,7.816036224365234
10072_7071,7.752092361450195
10073_7160,4.244720935821533
10074_7254,9.591590881347656
10075_7348,7.127326965332031
10076_7428,4.0867156982421875
10077_7525,4.663263320922852
10078_7612,6.339905738830566
10082_7739,4.562389850616455
10084_7824,6.817493915557861
10085_7849,7.132051467895508
10087_7960,6.530764579772949
10088_8012,8.033320426940918
10089_8063,5.632625102996826
10090_8102,8.014457702636719
10091_8150,7.26153039932251
10092_8197,6.412014961242676
10093_8267,14.748368263244629
10094_8283,7.144472122192383
10095_8412,8.559552192687988
10097_8529,7.233164310455322
10098_8811,7.273855686187744
10099_8845,8.264701843261719
10100_8942,8.171321868896484
10101_8988,7.489810466766357
10102_9107,6.465953826904297
10104_9226,5.655974864959717
10105_9254,12.677949905395508
10106_9286,5.594550132751465
10107_9312,7.196985244750977
10108_9370,6.5580878257751465
10109_9409,5.8872599601745605
10110_9465,26.00154685974121
10111_9527,3.9891161918640137
10112_9565,6.82684850692749
10114_9654,6.135532855987549
10115_9710,7.849792003631592
